timestamp,hour,requests_per_15min,total_tokens_15min,gpu_energy_j_per_15min,avg_gpu_power_w,server_room_power_kw
2024-03-28 19:00:00,19.0,121,17424,0.0,0.0,0.0
2024-03-28 19:15:00,19.25,145,20881,0.0,0.0,0.0
2024-03-28 19:30:00,19.5,57,8208,0.0,0.0,0.0
2024-03-28 19:45:00,19.75,80,11520,0.0,0.0,0.0
2024-03-28 20:00:00,20.0,122,17568,0.0,0.0,0.0
2024-03-28 20:15:00,20.25,114,16416,0.0,0.0,0.0
2024-03-28 20:30:00,20.5,71,10224,0.0,0.0,0.0
2024-03-28 20:45:00,20.75,88,12672,0.0,0.0,0.0
2024-03-28 21:00:00,21.0,125,18001,0.0,0.0,0.0
2024-03-28 21:15:00,21.25,42,6048,0.0,0.0,0.0
2024-03-28 21:30:00,21.5,125,18001,0.0,0.0,0.0
2024-03-28 21:45:00,21.75,98,14112,0.0,0.0,0.0
2024-03-28 22:00:00,22.0,126,18145,0.0,0.0,0.0
2024-03-28 22:15:00,22.25,54,7776,0.0,0.0,0.0
2024-03-28 22:30:00,22.5,51,7344,0.0,0.0,0.0
2024-03-28 22:45:00,22.75,87,12528,0.0,0.0,0.0
2024-03-28 23:00:00,23.0,49,7056,0.0,0.0,0.0
2024-03-28 23:15:00,23.25,144,20737,0.0,0.0,0.0
2024-03-28 23:30:00,23.5,55,7920,0.0,0.0,0.0
2024-03-28 23:45:00,23.75,28,4032,0.0,0.0,0.0
2024-03-29 00:00:00,0.0,73,10512,0.0,0.0,0.0
2024-03-29 00:15:00,0.25,45,6480,0.0,0.0,0.0
2024-03-29 00:30:00,0.5,47,6768,0.0,0.0,0.0
2024-03-29 00:45:00,0.75,48,6912,0.0,0.0,0.0
2024-03-29 01:00:00,1.0,39,5616,0.0,0.0,0.0
2024-03-29 01:15:00,1.25,49,7056,0.0,0.0,0.0
2024-03-29 01:30:00,1.5,10,1440,0.0,0.0,0.0
2024-03-29 01:45:00,1.75,105,15120,0.0,0.0,0.0
2024-03-29 02:00:00,2.0,96,13824,0.0,0.0,0.0
2024-03-29 02:15:00,2.25,49,7056,0.0,0.0,0.0
2024-03-29 02:30:00,2.5,58,8352,0.0,0.0,0.0
2024-03-29 02:45:00,2.75,64,9216,0.0,0.0,0.0
2024-03-29 03:00:00,3.0,22,3168,0.0,0.0,0.0
2024-03-29 03:15:00,3.25,54,7776,0.0,0.0,0.0
2024-03-29 03:30:00,3.5,10,1440,0.0,0.0,0.0
2024-03-29 03:45:00,3.75,10,1440,0.0,0.0,0.0
2024-03-29 04:00:00,4.0,87,12528,0.0,0.0,0.0
2024-03-29 04:15:00,4.25,47,6768,0.0,0.0,0.0
2024-03-29 04:30:00,4.5,50,7200,0.0,0.0,0.0
2024-03-29 04:45:00,4.75,98,14112,0.0,0.0,0.0
2024-03-29 05:00:00,5.0,42,6048,0.0,0.0,0.0
2024-03-29 05:15:00,5.25,78,11232,0.0,0.0,0.0
2024-03-29 05:30:00,5.5,82,11808,0.0,0.0,0.0
2024-03-29 05:45:00,5.75,107,15408,0.0,0.0,0.0
2024-03-29 06:00:00,6.0,117,16848,0.0,0.0,0.0
2024-03-29 06:15:00,6.25,74,10656,0.0,0.0,0.0
2024-03-29 06:30:00,6.5,66,9504,0.0,0.0,0.0
2024-03-29 06:45:00,6.75,97,13968,0.0,0.0,0.0
2024-03-29 07:00:00,7.0,105,15120,0.0,0.0,0.0
2024-03-29 07:15:00,7.25,113,16272,0.0,0.0,0.0
2024-03-29 07:30:00,7.5,104,14976,0.0,0.0,0.0
2024-03-29 07:45:00,7.75,107,15408,0.0,0.0,0.0
2024-03-29 08:00:00,8.0,117,16848,0.0,0.0,0.0
2024-03-29 08:15:00,8.25,46,6624,0.0,0.0,0.0
2024-03-29 08:30:00,8.5,110,15840,0.0,0.0,0.0
2024-03-29 08:45:00,8.75,146,21025,0.0,0.0,0.0
2024-03-29 09:00:00,9.0,124,17857,0.0,0.0,0.0
2024-03-29 09:15:00,9.25,115,16560,0.0,0.0,0.0
2024-03-29 09:30:00,9.5,141,20305,0.0,0.0,0.0
2024-03-29 09:45:00,9.75,77,11088,0.0,0.0,0.0
2024-03-29 10:00:00,10.0,178,25633,0.0,0.0,0.0
2024-03-29 10:15:00,10.25,110,15840,0.0,0.0,0.0
2024-03-29 10:30:00,10.5,149,21457,0.0,0.0,0.0
2024-03-29 10:45:00,10.75,196,28225,0.0,0.0,0.0
2024-03-29 11:00:00,11.0,137,19729,0.0,0.0,0.0
2024-03-29 11:15:00,11.25,137,19729,0.0,0.0,0.0
2024-03-29 11:30:00,11.5,180,25921,0.0,0.0,0.0
2024-03-29 11:45:00,11.75,168,24193,0.0,0.0,0.0
2024-03-29 12:00:00,12.0,184,26497,0.0,0.0,0.0
2024-03-29 12:15:00,12.25,188,27073,0.0,0.0,0.0
2024-03-29 12:30:00,12.5,213,30673,0.0,0.0,0.0
2024-03-29 12:45:00,12.75,175,25201,0.0,0.0,0.0
2024-03-29 13:00:00,13.0,180,25921,0.0,0.0,0.0
2024-03-29 13:15:00,13.25,171,24625,0.0,0.0,0.0
2024-03-29 13:30:00,13.5,246,35426,0.0,0.0,0.0
2024-03-29 13:45:00,13.75,207,29809,0.0,0.0,0.0
2024-03-29 14:00:00,14.0,204,29377,0.0,0.0,0.0
2024-03-29 14:15:00,14.25,229,32977,0.0,0.0,0.0
2024-03-29 14:30:00,14.5,216,31105,0.0,0.0,0.0
2024-03-29 14:45:00,14.75,155,22321,0.0,0.0,0.0
2024-03-29 15:00:00,15.0,200,28801,0.0,0.0,0.0
2024-03-29 15:15:00,15.25,162,23329,0.0,0.0,0.0
2024-03-29 15:30:00,15.5,158,22753,0.0,0.0,0.0
2024-03-29 15:45:00,15.75,141,20305,0.0,0.0,0.0
2024-03-29 16:00:00,16.0,160,23041,0.0,0.0,0.0
2024-03-29 16:15:00,16.25,220,31681,0.0,0.0,0.0
2024-03-29 16:30:00,16.5,190,27361,0.0,0.0,0.0
2024-03-29 16:45:00,16.75,153,22033,0.0,0.0,0.0
2024-03-29 17:00:00,17.0,169,24337,0.0,0.0,0.0
2024-03-29 17:15:00,17.25,147,21169,0.0,0.0,0.0
2024-03-29 17:30:00,17.5,135,19441,0.0,0.0,0.0
2024-03-29 17:45:00,17.75,101,14544,0.0,0.0,0.0
2024-03-29 18:00:00,18.0,186,26785,0.0,0.0,0.0
2024-03-29 18:15:00,18.25,70,10080,0.0,0.0,0.0
2024-03-29 18:30:00,18.5,122,17568,0.0,0.0,0.0
2024-03-29 18:45:00,18.75,136,19585,0.0,0.0,0.0
2024-03-29 19:00:00,19.0,138,19873,0.0,0.0,0.0
2024-03-29 19:15:00,19.25,100,14400,0.0,0.0,0.0
2024-03-29 19:30:00,19.5,62,8928,0.0,0.0,0.0
2024-03-29 19:45:00,19.75,101,14544,0.0,0.0,0.0
2024-03-29 20:00:00,20.0,126,18145,0.0,0.0,0.0
2024-03-29 20:15:00,20.25,83,11952,0.0,0.0,0.0
2024-03-29 20:30:00,20.5,100,14400,0.0,0.0,0.0
2024-03-29 20:45:00,20.75,56,8064,0.0,0.0,0.0
2024-03-29 21:00:00,21.0,61,8784,0.0,0.0,0.0
2024-03-29 21:15:00,21.25,55,7920,0.0,0.0,0.0
2024-03-29 21:30:00,21.5,27,3888,0.0,0.0,0.0
2024-03-29 21:45:00,21.75,65,9360,0.0,0.0,0.0
2024-03-29 22:00:00,22.0,103,14832,0.0,0.0,0.0
2024-03-29 22:15:00,22.25,57,8208,0.0,0.0,0.0
2024-03-29 22:30:00,22.5,26,3744,0.0,0.0,0.0
2024-03-29 22:45:00,22.75,51,7344,0.0,0.0,0.0
2024-03-29 23:00:00,23.0,97,13968,0.0,0.0,0.0
2024-03-29 23:15:00,23.25,37,5328,0.0,0.0,0.0
2024-03-29 23:30:00,23.5,81,11664,0.0,0.0,0.0
2024-03-29 23:45:00,23.75,96,13824,0.0,0.0,0.0
2024-03-30 00:00:00,0.0,61,8784,0.0,0.0,0.0
2024-03-30 00:15:00,0.25,82,11808,0.0,0.0,0.0
2024-03-30 00:30:00,0.5,55,7920,0.0,0.0,0.0
2024-03-30 00:45:00,0.75,97,13968,0.0,0.0,0.0
2024-03-30 01:00:00,1.0,31,4464,0.0,0.0,0.0
2024-03-30 01:15:00,1.25,41,5904,0.0,0.0,0.0
2024-03-30 01:30:00,1.5,53,7632,0.0,0.0,0.0
2024-03-30 01:45:00,1.75,73,10512,0.0,0.0,0.0
2024-03-30 02:00:00,2.0,29,4176,0.0,0.0,0.0
2024-03-30 02:15:00,2.25,63,9072,0.0,0.0,0.0
2024-03-30 02:30:00,2.5,32,4608,0.0,0.0,0.0
2024-03-30 02:45:00,2.75,81,11664,0.0,0.0,0.0
2024-03-30 03:00:00,3.0,42,6048,0.0,0.0,0.0
2024-03-30 03:15:00,3.25,34,4896,0.0,0.0,0.0
2024-03-30 03:30:00,3.5,19,2736,0.0,0.0,0.0
2024-03-30 03:45:00,3.75,95,13680,0.0,0.0,0.0
2024-03-30 04:00:00,4.0,62,8928,0.0,0.0,0.0
2024-03-30 04:15:00,4.25,85,12240,0.0,0.0,0.0
2024-03-30 04:30:00,4.5,50,7200,0.0,0.0,0.0
2024-03-30 04:45:00,4.75,53,7632,0.0,0.0,0.0
2024-03-30 05:00:00,5.0,25,3600,0.0,0.0,0.0
2024-03-30 05:15:00,5.25,10,1440,0.0,0.0,0.0
2024-03-30 05:30:00,5.5,95,13680,0.0,0.0,0.0
2024-03-30 05:45:00,5.75,121,17424,0.0,0.0,0.0
2024-03-30 06:00:00,6.0,72,10368,0.0,0.0,0.0
2024-03-30 06:15:00,6.25,112,16128,0.0,0.0,0.0
2024-03-30 06:30:00,6.5,70,10080,0.0,0.0,0.0
2024-03-30 06:45:00,6.75,131,18865,0.0,0.0,0.0
2024-03-30 07:00:00,7.0,145,20881,0.0,0.0,0.0
2024-03-30 07:15:00,7.25,92,13248,0.0,0.0,0.0
2024-03-30 07:30:00,7.5,141,20305,0.0,0.0,0.0
2024-03-30 07:45:00,7.75,111,15984,0.0,0.0,0.0
2024-03-30 08:00:00,8.0,38,5472,0.0,0.0,0.0
2024-03-30 08:15:00,8.25,127,18289,0.0,0.0,0.0
2024-03-30 08:30:00,8.5,75,10800,0.0,0.0,0.0
2024-03-30 08:45:00,8.75,116,16704,0.0,0.0,0.0
2024-03-30 09:00:00,9.0,109,15696,0.0,0.0,0.0
2024-03-30 09:15:00,9.25,106,15264,0.0,0.0,0.0
2024-03-30 09:30:00,9.5,139,20017,0.0,0.0,0.0
2024-03-30 09:45:00,9.75,164,23617,0.0,0.0,0.0
2024-03-30 10:00:00,10.0,131,18865,0.0,0.0,0.0
2024-03-30 10:15:00,10.25,123,17713,0.0,0.0,0.0
2024-03-30 10:30:00,10.5,179,25777,0.0,0.0,0.0
2024-03-30 10:45:00,10.75,193,27793,0.0,0.0,0.0
2024-03-30 11:00:00,11.0,192,27649,0.0,0.0,0.0
2024-03-30 11:15:00,11.25,131,18865,0.0,0.0,0.0
2024-03-30 11:30:00,11.5,182,26209,0.0,0.0,0.0
2024-03-30 11:45:00,11.75,237,34129,0.0,0.0,0.0
2024-03-30 12:00:00,12.0,163,23473,0.0,0.0,0.0
2024-03-30 12:15:00,12.25,222,31969,0.0,0.0,0.0
2024-03-30 12:30:00,12.5,248,35714,0.0,0.0,0.0
2024-03-30 12:45:00,12.75,218,31393,0.0,0.0,0.0
2024-03-30 13:00:00,13.0,209,30097,0.0,0.0,0.0
2024-03-30 13:15:00,13.25,175,25201,0.0,0.0,0.0
2024-03-30 13:30:00,13.5,191,27505,0.0,0.0,0.0
2024-03-30 13:45:00,13.75,198,28513,0.0,0.0,0.0
2024-03-30 14:00:00,14.0,184,26497,0.0,0.0,0.0
2024-03-30 14:15:00,14.25,172,24769,0.0,0.0,0.0
2024-03-30 14:30:00,14.5,198,28513,0.0,0.0,0.0
2024-03-30 14:45:00,14.75,218,31393,0.0,0.0,0.0
2024-03-30 15:00:00,15.0,218,31393,0.0,0.0,0.0
2024-03-30 15:15:00,15.25,165,23761,0.0,0.0,0.0
2024-03-30 15:30:00,15.5,161,23185,0.0,0.0,0.0
2024-03-30 15:45:00,15.75,200,28801,0.0,0.0,0.0
2024-03-30 16:00:00,16.0,151,21745,0.0,0.0,0.0
2024-03-30 16:15:00,16.25,192,27649,0.0,0.0,0.0
2024-03-30 16:30:00,16.5,200,28801,0.0,0.0,0.0
2024-03-30 16:45:00,16.75,187,26929,0.0,0.0,0.0
2024-03-30 17:00:00,17.0,114,16416,0.0,0.0,0.0
2024-03-30 17:15:00,17.25,157,22609,0.0,0.0,0.0
2024-03-30 17:30:00,17.5,207,29809,0.0,0.0,0.0
2024-03-30 17:45:00,17.75,154,22177,0.0,0.0,0.0
2024-03-30 18:00:00,18.0,133,19153,0.0,0.0,0.0
2024-03-30 18:15:00,18.25,151,21745,0.0,0.0,0.0
2024-03-30 18:30:00,18.5,149,21457,0.0,0.0,0.0
2024-03-30 18:45:00,18.75,150,21601,0.0,0.0,0.0
2024-03-30 19:00:00,19.0,145,20881,0.0,0.0,0.0
2024-03-30 19:15:00,19.25,119,17136,0.0,0.0,0.0
2024-03-30 19:30:00,19.5,65,9360,0.0,0.0,0.0
2024-03-30 19:45:00,19.75,71,10224,0.0,0.0,0.0
2024-03-30 20:00:00,20.0,99,14256,0.0,0.0,0.0
2024-03-30 20:15:00,20.25,147,21169,0.0,0.0,0.0
2024-03-30 20:30:00,20.5,82,11808,0.0,0.0,0.0
2024-03-30 20:45:00,20.75,119,17136,0.0,0.0,0.0
2024-03-30 21:00:00,21.0,94,13536,0.0,0.0,0.0
2024-03-30 21:15:00,21.25,91,13104,0.0,0.0,0.0
2024-03-30 21:30:00,21.5,76,10944,0.0,0.0,0.0
2024-03-30 21:45:00,21.75,46,6624,0.0,0.0,0.0
2024-03-30 22:00:00,22.0,88,12672,0.0,0.0,0.0
2024-03-30 22:15:00,22.25,64,9216,0.0,0.0,0.0
2024-03-30 22:30:00,22.5,71,10224,0.0,0.0,0.0
2024-03-30 22:45:00,22.75,73,10512,0.0,0.0,0.0
2024-03-30 23:00:00,23.0,47,6768,0.0,0.0,0.0
2024-03-30 23:15:00,23.25,84,12096,0.0,0.0,0.0
2024-03-30 23:30:00,23.5,10,1440,0.0,0.0,0.0
2024-03-30 23:45:00,23.75,54,7776,0.0,0.0,0.0
2024-03-31 00:00:00,0.0,80,11520,0.0,0.0,0.0
2024-03-31 00:15:00,0.25,46,6624,0.0,0.0,0.0
2024-03-31 00:30:00,0.5,36,5184,0.0,0.0,0.0
2024-03-31 00:45:00,0.75,32,4608,0.0,0.0,0.0
2024-03-31 01:00:00,1.0,37,5328,0.0,0.0,0.0
2024-03-31 01:15:00,1.25,29,4176,0.0,0.0,0.0
2024-03-31 01:30:00,1.5,117,16848,0.0,0.0,0.0
2024-03-31 01:45:00,1.75,24,3456,0.0,0.0,0.0
2024-03-31 02:00:00,2.0,63,9072,0.0,0.0,0.0
2024-03-31 02:15:00,2.25,57,8208,0.0,0.0,0.0
2024-03-31 02:30:00,2.5,42,6048,0.0,0.0,0.0
2024-03-31 02:45:00,2.75,71,10224,0.0,0.0,0.0
2024-03-31 03:00:00,3.0,45,6480,0.0,0.0,0.0
2024-03-31 03:15:00,3.25,37,5328,0.0,0.0,0.0
2024-03-31 03:30:00,3.5,102,14688,0.0,0.0,0.0
2024-03-31 03:45:00,3.75,17,2448,0.0,0.0,0.0
2024-03-31 04:00:00,4.0,78,11232,0.0,0.0,0.0
2024-03-31 04:15:00,4.25,68,9792,0.0,0.0,0.0
2024-03-31 04:30:00,4.5,17,2448,0.0,0.0,0.0
2024-03-31 04:45:00,4.75,38,5472,0.0,0.0,0.0
2024-03-31 05:00:00,5.0,87,12528,0.0,0.0,0.0
2024-03-31 05:15:00,5.25,73,10512,0.0,0.0,0.0
2024-03-31 05:30:00,5.5,80,11520,0.0,0.0,0.0
2024-03-31 05:45:00,5.75,77,11088,0.0,0.0,0.0
2024-03-31 06:00:00,6.0,56,8064,0.0,0.0,0.0
2024-03-31 06:15:00,6.25,110,15840,0.0,0.0,0.0
2024-03-31 06:30:00,6.5,99,14256,0.0,0.0,0.0
2024-03-31 06:45:00,6.75,86,12384,0.0,0.0,0.0
2024-03-31 07:00:00,7.0,95,13680,0.0,0.0,0.0
2024-03-31 07:15:00,7.25,81,11664,0.0,0.0,0.0
2024-03-31 07:30:00,7.5,73,10512,0.0,0.0,0.0
2024-03-31 07:45:00,7.75,66,9504,0.0,0.0,0.0
2024-03-31 08:00:00,8.0,115,16560,0.0,0.0,0.0
2024-03-31 08:15:00,8.25,96,13824,0.0,0.0,0.0
2024-03-31 08:30:00,8.5,90,12960,0.0,0.0,0.0
2024-03-31 08:45:00,8.75,106,15264,0.0,0.0,0.0
2024-03-31 09:00:00,9.0,86,12384,0.0,0.0,0.0
2024-03-31 09:15:00,9.25,109,15696,0.0,0.0,0.0
2024-03-31 09:30:00,9.5,123,17713,0.0,0.0,0.0
2024-03-31 09:45:00,9.75,108,15552,0.0,0.0,0.0
2024-03-31 10:00:00,10.0,157,22609,0.0,0.0,0.0
2024-03-31 10:15:00,10.25,180,25921,0.0,0.0,0.0
2024-03-31 10:30:00,10.5,155,22321,0.0,0.0,0.0
2024-03-31 10:45:00,10.75,150,21601,0.0,0.0,0.0
2024-03-31 11:00:00,11.0,166,23905,0.0,0.0,0.0
2024-03-31 11:15:00,11.25,150,21601,0.0,0.0,0.0
2024-03-31 11:30:00,11.5,203,29233,0.0,0.0,0.0
2024-03-31 11:45:00,11.75,180,25921,0.0,0.0,0.0
2024-03-31 12:00:00,12.0,154,22177,0.0,0.0,0.0
2024-03-31 12:15:00,12.25,227,32689,0.0,0.0,0.0
2024-03-31 12:30:00,12.5,173,24913,0.0,0.0,0.0
2024-03-31 12:45:00,12.75,171,24625,0.0,0.0,0.0
2024-03-31 13:00:00,13.0,239,34417,0.0,0.0,0.0
2024-03-31 13:15:00,13.25,203,29233,0.0,0.0,0.0
2024-03-31 13:30:00,13.5,226,32545,0.0,0.0,0.0
2024-03-31 13:45:00,13.75,152,21889,0.0,0.0,0.0
2024-03-31 14:00:00,14.0,156,22465,0.0,0.0,0.0
2024-03-31 14:15:00,14.25,229,32977,0.0,0.0,0.0
2024-03-31 14:30:00,14.5,193,27793,0.0,0.0,0.0
2024-03-31 14:45:00,14.75,179,25777,0.0,0.0,0.0
2024-03-31 15:00:00,15.0,184,26497,0.0,0.0,0.0
2024-03-31 15:15:00,15.25,206,29665,0.0,0.0,0.0
2024-03-31 15:30:00,15.5,214,30817,0.0,0.0,0.0
2024-03-31 15:45:00,15.75,159,22897,0.0,0.0,0.0
2024-03-31 16:00:00,16.0,147,21169,0.0,0.0,0.0
2024-03-31 16:15:00,16.25,224,32257,0.0,0.0,0.0
2024-03-31 16:30:00,16.5,175,25201,0.0,0.0,0.0
2024-03-31 16:45:00,16.75,182,26209,0.0,0.0,0.0
2024-03-31 17:00:00,17.0,218,31393,0.0,0.0,0.0
2024-03-31 17:15:00,17.25,152,21889,0.0,0.0,0.0
2024-03-31 17:30:00,17.5,101,14544,0.0,0.0,0.0
2024-03-31 17:45:00,17.75,134,19297,0.0,0.0,0.0
2024-03-31 18:00:00,18.0,138,19873,0.0,0.0,0.0
2024-03-31 18:15:00,18.25,125,18001,0.0,0.0,0.0
2024-03-31 18:30:00,18.5,141,20305,0.0,0.0,0.0
2024-03-31 18:45:00,18.75,126,18145,0.0,0.0,0.0
2024-03-31 19:00:00,19.0,56,8064,0.0,0.0,0.0
2024-03-31 19:15:00,19.25,141,20305,0.0,0.0,0.0
2024-03-31 19:30:00,19.5,92,13248,0.0,0.0,0.0
2024-03-31 19:45:00,19.75,105,15120,0.0,0.0,0.0
2024-03-31 20:00:00,20.0,61,8784,0.0,0.0,0.0
2024-03-31 20:15:00,20.25,129,18577,0.0,0.0,0.0
2024-03-31 20:30:00,20.5,138,19873,0.0,0.0,0.0
2024-03-31 20:45:00,20.75,10,1440,0.0,0.0,0.0
2024-03-31 21:00:00,21.0,111,15984,0.0,0.0,0.0
2024-03-31 21:15:00,21.25,79,11376,0.0,0.0,0.0
2024-03-31 21:30:00,21.5,81,11664,0.0,0.0,0.0
2024-03-31 21:45:00,21.75,73,10512,0.0,0.0,0.0
2024-03-31 22:00:00,22.0,94,13536,0.0,0.0,0.0
2024-03-31 22:15:00,22.25,30,4320,0.0,0.0,0.0
2024-03-31 22:30:00,22.5,52,7488,0.0,0.0,0.0
2024-03-31 22:45:00,22.75,10,1440,0.0,0.0,0.0
2024-03-31 23:00:00,23.0,15,2160,0.0,0.0,0.0
2024-03-31 23:15:00,23.25,63,9072,0.0,0.0,0.0
2024-03-31 23:30:00,23.5,38,5472,0.0,0.0,0.0
2024-03-31 23:45:00,23.75,10,1440,0.0,0.0,0.0
2024-04-01 00:00:00,0.0,57,8208,0.0,0.0,0.0
2024-04-01 00:15:00,0.25,51,7344,0.0,0.0,0.0
2024-04-01 00:30:00,0.5,19,2736,0.0,0.0,0.0
2024-04-01 00:45:00,0.75,46,6624,0.0,0.0,0.0
2024-04-01 01:00:00,1.0,41,5904,0.0,0.0,0.0
2024-04-01 01:15:00,1.25,83,11952,0.0,0.0,0.0
2024-04-01 01:30:00,1.5,53,7632,0.0,0.0,0.0
2024-04-01 01:45:00,1.75,64,9216,0.0,0.0,0.0
2024-04-01 02:00:00,2.0,51,7344,0.0,0.0,0.0
2024-04-01 02:15:00,2.25,10,1440,0.0,0.0,0.0
2024-04-01 02:30:00,2.5,21,3024,0.0,0.0,0.0
2024-04-01 02:45:00,2.75,64,9216,0.0,0.0,0.0
2024-04-01 03:00:00,3.0,10,1440,0.0,0.0,0.0
2024-04-01 03:15:00,3.25,94,13536,0.0,0.0,0.0
2024-04-01 03:30:00,3.5,23,3312,0.0,0.0,0.0
2024-04-01 03:45:00,3.75,97,13968,0.0,0.0,0.0
2024-04-01 04:00:00,4.0,73,10512,0.0,0.0,0.0
2024-04-01 04:15:00,4.25,83,11952,0.0,0.0,0.0
2024-04-01 04:30:00,4.5,10,1440,0.0,0.0,0.0
2024-04-01 04:45:00,4.75,89,12816,0.0,0.0,0.0
2024-04-01 05:00:00,5.0,62,8928,0.0,0.0,0.0
2024-04-01 05:15:00,5.25,85,12240,0.0,0.0,0.0
2024-04-01 05:30:00,5.5,19,2736,0.0,0.0,0.0
2024-04-01 05:45:00,5.75,79,11376,0.0,0.0,0.0
2024-04-01 06:00:00,6.0,74,10656,0.0,0.0,0.0
2024-04-01 06:15:00,6.25,48,6912,0.0,0.0,0.0
2024-04-01 06:30:00,6.5,65,9360,0.0,0.0,0.0
2024-04-01 06:45:00,6.75,79,11376,0.0,0.0,0.0
2024-04-01 07:00:00,7.0,100,14400,0.0,0.0,0.0
2024-04-01 07:15:00,7.25,84,12096,0.0,0.0,0.0
2024-04-01 07:30:00,7.5,106,15264,0.0,0.0,0.0
2024-04-01 07:45:00,7.75,55,7920,0.0,0.0,0.0
2024-04-01 08:00:00,8.0,106,15264,0.0,0.0,0.0
2024-04-01 08:15:00,8.25,109,15696,0.0,0.0,0.0
2024-04-01 08:30:00,8.5,110,15840,0.0,0.0,0.0
2024-04-01 08:45:00,8.75,88,12672,0.0,0.0,0.0
2024-04-01 09:00:00,9.0,104,14976,0.0,0.0,0.0
2024-04-01 09:15:00,9.25,134,19297,0.0,0.0,0.0
2024-04-01 09:30:00,9.5,62,8928,0.0,0.0,0.0
2024-04-01 09:45:00,9.75,186,26785,0.0,0.0,0.0
2024-04-01 10:00:00,10.0,170,24481,0.0,0.0,0.0
2024-04-01 10:15:00,10.25,130,18721,0.0,0.0,0.0
2024-04-01 10:30:00,10.5,196,28225,0.0,0.0,0.0
2024-04-01 10:45:00,10.75,180,25921,0.0,0.0,0.0
2024-04-01 11:00:00,11.0,95,13680,0.0,0.0,0.0
2024-04-01 11:15:00,11.25,143,20593,0.0,0.0,0.0
2024-04-01 11:30:00,11.5,177,25489,0.0,0.0,0.0
2024-04-01 11:45:00,11.75,202,29089,0.0,0.0,0.0
2024-04-01 12:00:00,12.0,184,26497,0.0,0.0,0.0
2024-04-01 12:15:00,12.25,161,23185,0.0,0.0,0.0
2024-04-01 12:30:00,12.5,145,20881,0.0,0.0,0.0
2024-04-01 12:45:00,12.75,196,28225,0.0,0.0,0.0
2024-04-01 13:00:00,13.0,176,25345,0.0,0.0,0.0
2024-04-01 13:15:00,13.25,244,35137,0.0,0.0,0.0
2024-04-01 13:30:00,13.5,202,29089,0.0,0.0,0.0
2024-04-01 13:45:00,13.75,208,29953,0.0,0.0,0.0
2024-04-01 14:00:00,14.0,220,31681,0.0,0.0,0.0
2024-04-01 14:15:00,14.25,228,32833,0.0,0.0,0.0
2024-04-01 14:30:00,14.5,176,25345,0.0,0.0,0.0
2024-04-01 14:45:00,14.75,187,26929,0.0,0.0,0.0
2024-04-01 15:00:00,15.0,234,33697,0.0,0.0,0.0
2024-04-01 15:15:00,15.25,197,28369,0.0,0.0,0.0
2024-04-01 15:30:00,15.5,219,31537,0.0,0.0,0.0
2024-04-01 15:45:00,15.75,251,36146,0.0,0.0,0.0
2024-04-01 16:00:00,16.0,129,18577,0.0,0.0,0.0
2024-04-01 16:15:00,16.25,135,19441,0.0,0.0,0.0
2024-04-01 16:30:00,16.5,131,18865,0.0,0.0,0.0
2024-04-01 16:45:00,16.75,192,27649,0.0,0.0,0.0
2024-04-01 17:00:00,17.0,150,21601,0.0,0.0,0.0
2024-04-01 17:15:00,17.25,184,26497,0.0,0.0,0.0
2024-04-01 17:30:00,17.5,203,29233,0.0,0.0,0.0
2024-04-01 17:45:00,17.75,110,15840,0.0,0.0,0.0
2024-04-01 18:00:00,18.0,119,17136,0.0,0.0,0.0
2024-04-01 18:15:00,18.25,205,29521,0.0,0.0,0.0
2024-04-01 18:30:00,18.5,55,7920,0.0,0.0,0.0
2024-04-01 18:45:00,18.75,112,16128,0.0,0.0,0.0
2024-04-01 19:00:00,19.0,154,22177,0.0,0.0,0.0
2024-04-01 19:15:00,19.25,86,12384,0.0,0.0,0.0
2024-04-01 19:30:00,19.5,102,14688,0.0,0.0,0.0
2024-04-01 19:45:00,19.75,96,13824,0.0,0.0,0.0
2024-04-01 20:00:00,20.0,117,16848,0.0,0.0,0.0
2024-04-01 20:15:00,20.25,90,12960,0.0,0.0,0.0
2024-04-01 20:30:00,20.5,118,16992,0.0,0.0,0.0
2024-04-01 20:45:00,20.75,101,14544,0.0,0.0,0.0
2024-04-01 21:00:00,21.0,65,9360,0.0,0.0,0.0
2024-04-01 21:15:00,21.25,103,14832,0.0,0.0,0.0
2024-04-01 21:30:00,21.5,74,10656,0.0,0.0,0.0
2024-04-01 21:45:00,21.75,95,13680,0.0,0.0,0.0
2024-04-01 22:00:00,22.0,124,17857,0.0,0.0,0.0
2024-04-01 22:15:00,22.25,63,9072,0.0,0.0,0.0
2024-04-01 22:30:00,22.5,63,9072,0.0,0.0,0.0
2024-04-01 22:45:00,22.75,41,5904,0.0,0.0,0.0
2024-04-01 23:00:00,23.0,49,7056,0.0,0.0,0.0
2024-04-01 23:15:00,23.25,58,8352,0.0,0.0,0.0
2024-04-01 23:30:00,23.5,34,4896,0.0,0.0,0.0
2024-04-01 23:45:00,23.75,15,2160,0.0,0.0,0.0
2024-04-02 00:00:00,0.0,48,6912,0.0,0.0,0.0
2024-04-02 00:15:00,0.25,69,9936,0.0,0.0,0.0
2024-04-02 00:30:00,0.5,29,4176,0.0,0.0,0.0
2024-04-02 00:45:00,0.75,73,10512,0.0,0.0,0.0
2024-04-02 01:00:00,1.0,51,7344,0.0,0.0,0.0
2024-04-02 01:15:00,1.25,109,15696,0.0,0.0,0.0
